gender,weapon,team_a_id,team_b_id,fencer_a_name,score_a,fencer_b_name,score_b,winner,order,ncaa_status,fencer_a_id,fencer_b_id,id,match_id,index,meet_id,tie,wrong university error A,wrong university error B
men,foil,ucsd,ohiostate,Jacob Levy,3,Isaac Ariza,5,,3,TRUE,466,139,b30mm2western-invitational-24-25,m2western-invitational-24-25,30,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Brandon Kim,5,Lorenzo Mion,2,,4,TRUE,463,169,b31mm2western-invitational-24-25,m2western-invitational-24-25,31,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Scott Lao,5,Isaac Ariza,2,,5,TRUE,465,139,b32mm2western-invitational-24-25,m2western-invitational-24-25,32,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Jacob Levy,0,Justin Vogler,5,,6,TRUE,466,180,b33mm2western-invitational-24-25,m2western-invitational-24-25,33,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Brandon Kim,5,Isaac Ariza,4,,7,TRUE,463,139,b34mm2western-invitational-24-25,m2western-invitational-24-25,34,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Henry Liang,5,Solin Li,4,,8,TRUE,467,164,b35mm2western-invitational-24-25,m2western-invitational-24-25,35,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ucsd,ohiostate,Scott Lao,3,Justin Vogler,5,,9,TRUE,465,180,b36mm2western-invitational-24-25,m2western-invitational-24-25,36,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Sunny Sharma,5,Ayush Shah,1,,1,TRUE,471,179,b37mm2western-invitational-24-25,m2western-invitational-24-25,37,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Dayus Gohel,5,Viktor Kulcsar,1,,2,TRUE,461,159,b38mm2western-invitational-24-25,m2western-invitational-24-25,38,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Benjamin Kim,2,Nowell Gibson,5,,3,TRUE,462,153,b39mm2western-invitational-24-25,m2western-invitational-24-25,39,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Dayus Gohel,5,Ayush Shah,2,,4,TRUE,461,179,b40mm2western-invitational-24-25,m2western-invitational-24-25,40,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Sunny Sharma,5,Nowell Gibson,3,,5,TRUE,471,153,b41mm2western-invitational-24-25,m2western-invitational-24-25,41,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Benjamin Kim,3,Viktor Kulcsar,5,,6,TRUE,462,159,b42mm2western-invitational-24-25,m2western-invitational-24-25,42,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Dayus Gohel,5,Nowell Gibson,0,,7,TRUE,461,153,b43mm2western-invitational-24-25,m2western-invitational-24-25,43,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Derek Rong,2,Miles Weiss,5,,8,TRUE,470,181,b44mm2western-invitational-24-25,m2western-invitational-24-25,44,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ucsd,ohiostate,Sunny Sharma,1,Viktor Kulcsar,5,,9,TRUE,471,159,b45mm2western-invitational-24-25,m2western-invitational-24-25,45,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Arnav Raja,2,Nolan Williams,5,,1,TRUE,469,185,b46mm2western-invitational-24-25,m2western-invitational-24-25,46,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Hananiah So,5,Eddie Maklin,1,,2,TRUE,472,166,b47mm2western-invitational-24-25,m2western-invitational-24-25,47,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Daniel Noble,4,Avin Rai,5,,3,TRUE,468,173,b48mm2western-invitational-24-25,m2western-invitational-24-25,48,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Arnav Raja,5,Eddie Maklin,3,,4,TRUE,469,166,b49mm2western-invitational-24-25,m2western-invitational-24-25,49,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Daniel Noble,3,Nolan Williams,5,,5,TRUE,468,185,b50mm2western-invitational-24-25,m2western-invitational-24-25,50,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Hananiah So,2,Avin Rai,5,,6,TRUE,472,173,b51mm2western-invitational-24-25,m2western-invitational-24-25,51,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Daniel Noble,5,Eddie Maklin,2,,7,TRUE,468,166,b52mm2western-invitational-24-25,m2western-invitational-24-25,52,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Arnav Raja,5,Avin Rai,3,,8,TRUE,469,173,b53mm2western-invitational-24-25,m2western-invitational-24-25,53,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ucsd,ohiostate,Hananiah So,5,Nolan Williams,4,,9,TRUE,472,185,b54mm2western-invitational-24-25,m2western-invitational-24-25,54,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Manny Sanchez,1,Daniel Zhang,5,,1,TRUE,456,411,b55mm3western-invitational-24-25,m3western-invitational-24-25,55,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Nolan Chez,1,Justin Liu,5,,2,TRUE,449,405,b56mm3western-invitational-24-25,m3western-invitational-24-25,56,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Daniel Jittan,2,James Chen,5,,3,TRUE,453,395,b57mm3western-invitational-24-25,m3western-invitational-24-25,57,western-invitational-24-25,FALSE,CORRECT,
men,foil,incarnateword,harvard,Nolan Chez,1,daniel zhang,5,,4,TRUE,449,411,b58mm3western-invitational-24-25,m3western-invitational-24-25,58,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Manny Sanchez,2,James Chen,5,,5,TRUE,456,395,b59mm3western-invitational-24-25,m3western-invitational-24-25,59,western-invitational-24-25,FALSE,CORRECT,
men,foil,incarnateword,harvard,Luke McKinley,5,Theodore Fechtmeyer,2,,6,TRUE,455,398,b60mm3western-invitational-24-25,m3western-invitational-24-25,60,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Nolan Chez,5,James Chen,3,,7,TRUE,449,395,b61mm3western-invitational-24-25,m3western-invitational-24-25,61,western-invitational-24-25,FALSE,CORRECT,
men,foil,incarnateword,harvard,Davis Dore,0,Daniel Zhang,5,,8,TRUE,451,411,b62mm3western-invitational-24-25,m3western-invitational-24-25,62,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,incarnateword,harvard,Manny Sanchez,5,Theodore Fechtmeyer,3,,9,TRUE,456,398,b63mm3western-invitational-24-25,m3western-invitational-24-25,63,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Dominic Zubeck,5,Ark Ma,1,,1,TRUE,459,406,b64mm3western-invitational-24-25,m3western-invitational-24-25,64,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Jayden Breton,1,Nicholas Zhang,5,,2,TRUE,448,412,b65mm3western-invitational-24-25,m3western-invitational-24-25,65,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Sylvain (Zeph) Yang,3,Alexander Tafur,5,,3,TRUE,458,410,b66mm3western-invitational-24-25,m3western-invitational-24-25,66,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Jayden Breton,5,Ark Ma,4,,4,TRUE,448,406,b67mm3western-invitational-24-25,m3western-invitational-24-25,67,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Dominic Zubeck,5,Alexander Tafur,4,,5,TRUE,459,410,b68mm3western-invitational-24-25,m3western-invitational-24-25,68,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Sylvain (Zeph) Yang,5,Nicholas Zhang,4,,6,TRUE,458,412,b69mm3western-invitational-24-25,m3western-invitational-24-25,69,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Jayden Breton,3,Alexander Tafur,5,,7,TRUE,448,410,b70mm3western-invitational-24-25,m3western-invitational-24-25,70,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Sylvain (Zeph) Yang,4,Gabriel Evers,5,,8,TRUE,458,397,b71mm3western-invitational-24-25,m3western-invitational-24-25,71,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,incarnateword,harvard,Dominic Zubeck,1,Nicholas Zhang,5,,9,TRUE,459,412,b72mm3western-invitational-24-25,m3western-invitational-24-25,72,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Matt Maguire,2,Kevin Sohn,5,,1,TRUE,454,408,b73mm3western-invitational-24-25,m3western-invitational-24-25,73,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Brendan Barber,1,Prash Subbiah,5,,2,TRUE,447,409,b74mm3western-invitational-24-25,m3western-invitational-24-25,74,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Christian Dudnick,3,Connor Liang,5,,3,TRUE,452,402,b75mm3western-invitational-24-25,m3western-invitational-24-25,75,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Spencer Dillree,2,Prash Subbiah,5,,4,TRUE,450,409,b76mm3western-invitational-24-25,m3western-invitational-24-25,76,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Christian Dudnick,1,Kevin Sohn,5,,5,TRUE,452,408,b77mm3western-invitational-24-25,m3western-invitational-24-25,77,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Brendan Barber,0,Connor Liang,5,,6,TRUE,447,402,b78mm3western-invitational-24-25,m3western-invitational-24-25,78,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Christian Dudnick,4,Prash Subbiah,5,,7,TRUE,452,409,b79mm3western-invitational-24-25,m3western-invitational-24-25,79,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Spencer Dillree,0,Connor Liang,5,,8,TRUE,450,402,b80mm3western-invitational-24-25,m3western-invitational-24-25,80,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,incarnateword,harvard,Brendan Barber,2,Kevin Sohn,5,,9,TRUE,447,408,b81mm3western-invitational-24-25,m3western-invitational-24-25,81,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Solin Li,2,Raphael Li,5,,1,TRUE,164,586,b82mm4western-invitational-24-25,m4western-invitational-24-25,82,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Justin Vogler,5,Vlad Lovin,2,,2,TRUE,180,587,b83mm4western-invitational-24-25,m4western-invitational-24-25,83,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Ilya Ayupov,3,Jack Griffith,5,,3,TRUE,141,583,b84mm4western-invitational-24-25,m4western-invitational-24-25,84,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Justin Vogler,0,Raphael Li,5,,4,TRUE,180,586,b85mm4western-invitational-24-25,m4western-invitational-24-25,85,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Solin Li,5,Jack Griffith,1,,5,TRUE,164,583,b86mm4western-invitational-24-25,m4western-invitational-24-25,86,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Ilya Ayupov,5,Vlad Lovin,1,,6,TRUE,141,587,b87mm4western-invitational-24-25,m4western-invitational-24-25,87,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Justin Vogler,3,Jack Griffith,5,,7,TRUE,180,583,b88mm4western-invitational-24-25,m4western-invitational-24-25,88,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Ilya Ayupov,4,Raphael Li,5,,8,TRUE,141,586,b89mm4western-invitational-24-25,m4western-invitational-24-25,89,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,ohiostate,airforce,Solin Li,3,Vlad Lovin,5,,9,TRUE,164,587,b90mm4western-invitational-24-25,m4western-invitational-24-25,90,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Gabriel Feinberg,5,Shwan Lee,4,,1,TRUE,149,585,b91mm4western-invitational-24-25,m4western-invitational-24-25,91,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Miles Weiss,3,Omar Emara,5,,2,TRUE,181,581,b92mm4western-invitational-24-25,m4western-invitational-24-25,92,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Matthew Bülau,5,George Gasparovich IV,2,,3,TRUE,144,582,b93mm4western-invitational-24-25,m4western-invitational-24-25,93,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Miles Weiss,5,Shwan Lee,3,,4,TRUE,181,585,b94mm4western-invitational-24-25,m4western-invitational-24-25,94,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Gabriel Feinberg,5,George Gasparovich IV,1,,5,TRUE,149,582,b95mm4western-invitational-24-25,m4western-invitational-24-25,95,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Matthew Bülau,2,Omar Emara,5,,6,TRUE,144,581,b96mm4western-invitational-24-25,m4western-invitational-24-25,96,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Miles Weiss,5,George Gasparovich IV,1,,7,TRUE,181,582,b97mm4western-invitational-24-25,m4western-invitational-24-25,97,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Matthew Bülau,1,Shwan Lee,5,,8,TRUE,144,585,b98mm4western-invitational-24-25,m4western-invitational-24-25,98,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,ohiostate,airforce,Gabriel Feinberg,5,Omar Emara,3,,9,TRUE,149,581,b99mm4western-invitational-24-25,m4western-invitational-24-25,99,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Nolan Williams,5,Jackson Houtz,1,,1,TRUE,185,584,b100mm4western-invitational-24-25,m4western-invitational-24-25,100,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Hank Bauer,5,Stylianos Tasikas,3,,2,TRUE,142,590,b101mm4western-invitational-24-25,m4western-invitational-24-25,101,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Avin Rai,5,Mack Luebbe,2,,3,TRUE,173,588,b102mm4western-invitational-24-25,m4western-invitational-24-25,102,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Nolan Williams,5,Stylianos Tasikas,1,,4,TRUE,185,590,b103mm4western-invitational-24-25,m4western-invitational-24-25,103,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Avin Rai,5,Jackson Houtz,4,,5,TRUE,173,584,b104mm4western-invitational-24-25,m4western-invitational-24-25,104,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Hank Bauer,3,Mack Luebbe,5,,6,TRUE,142,588,b105mm4western-invitational-24-25,m4western-invitational-24-25,105,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Avin Rai,5,Stylianos Tasikas,1,,7,TRUE,173,590,b106mm4western-invitational-24-25,m4western-invitational-24-25,106,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Nolan Williams,5,Mack Luebbe,3,,8,TRUE,185,588,b107mm4western-invitational-24-25,m4western-invitational-24-25,107,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,ohiostate,airforce,Hank Bauer,4,Jackson Houtz,5,,9,TRUE,142,584,b108mm4western-invitational-24-25,m4western-invitational-24-25,108,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Renzo Fukuda,5,Alex Fortune,3,,1,TRUE,555,503,b109mm5western-invitational-24-25,m5western-invitational-24-25,109,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Benjamin Shih,1,Michael Yerokhin,5,,2,TRUE,562,520,b110mm5western-invitational-24-25,m5western-invitational-24-25,110,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Sanjay Kasi,5,Jacob Anderson,4,,3,TRUE,559,497,b111mm5western-invitational-24-25,m5western-invitational-24-25,111,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Benjamin Shih,5,Alex Fortune,3,,4,TRUE,562,503,b112mm5western-invitational-24-25,m5western-invitational-24-25,112,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Renzo Fukuda,5,Jacob Anderson,3,,5,TRUE,555,497,b113mm5western-invitational-24-25,m5western-invitational-24-25,113,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Sanjay Kasi,4,Michael Yerokhin,5,,6,TRUE,559,520,b114mm5western-invitational-24-25,m5western-invitational-24-25,114,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Benjamin Shih,3,Jacob Anderson,5,,7,TRUE,562,497,b115mm5western-invitational-24-25,m5western-invitational-24-25,115,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Sanjay Kasi,5,Alex Fortune,1,,8,TRUE,559,503,b116mm5western-invitational-24-25,m5western-invitational-24-25,116,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,foil,stanford,brandeis,Renzo Fukuda,5,Michael Yerokhin,0,,9,TRUE,555,520,b117mm5western-invitational-24-25,m5western-invitational-24-25,117,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Alexander Jeon,5,Hunter Yu,3,,1,TRUE,557,521,b118mm5western-invitational-24-25,m5western-invitational-24-25,118,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Orion Singha,4,Mark Shamis,5,,2,TRUE,563,512,b119mm5western-invitational-24-25,m5western-invitational-24-25,119,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Kai Rayle,5,Lucas Strauss,3,,3,TRUE,561,513,b120mm5western-invitational-24-25,m5western-invitational-24-25,120,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Orion Singha,1,Hunter Yu,5,,4,TRUE,563,521,b121mm5western-invitational-24-25,m5western-invitational-24-25,121,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Alexander Jeon,3,Lucas Strauss,5,,5,TRUE,557,513,b122mm5western-invitational-24-25,m5western-invitational-24-25,122,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Kai Rayle,5,Mark Shamis,3,,6,TRUE,561,512,b123mm5western-invitational-24-25,m5western-invitational-24-25,123,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Orion Singha,4,Lucas Strauss,5,,7,TRUE,563,513,b124mm5western-invitational-24-25,m5western-invitational-24-25,124,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Kai Rayle,3,Hunter Yu,5,,8,TRUE,561,521,b125mm5western-invitational-24-25,m5western-invitational-24-25,125,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,epee,stanford,brandeis,Alexander Jeon,1,Mark Shamis,5,,9,TRUE,557,512,b126mm5western-invitational-24-25,m5western-invitational-24-25,126,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Jared Hammerstrom,4,Lev BenAvram,5,,1,TRUE,556,498,b127mm5western-invitational-24-25,m5western-invitational-24-25,127,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Donghwan Park,5,Matthew Chaves,4,,2,TRUE,560,499,b128mm5western-invitational-24-25,m5western-invitational-24-25,128,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Jeanette Han,5,Tony Escueta,4,,3,TRUE,525,502,b129mm5western-invitational-24-25,m5western-invitational-24-25,129,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Jared Hammerstrom,4,Matthew Chaves,5,,4,TRUE,556,499,b130mm5western-invitational-24-25,m5western-invitational-24-25,130,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Jeanette Han,0,Lev BenAvram,5,,5,TRUE,525,498,b131mm5western-invitational-24-25,m5western-invitational-24-25,131,western-invitational-24-25,FALSE,CORRECT,CORRECT
men,saber,stanford,brandeis,Donghwan Park,2,Tony Escueta,5,,6,TRUE,560,502,b132mm5western-invitational-24-25,m5western-invitational-24-25,132,western-invitational-24-25,FALSE,CORRECT,CORRECT
